GitHub_URL,misuse_count_of_Early_Stopping,misuse_count_of_Data_Drift,misuse_count_of_Testing_Schema_Mismatch,misuse_count_of_Improper_Handling_ML_API_Limit,misuse_count_of_Training_Checkpoint,misuse_count_of_batch
https://github.com/chatanywhere/GPT_API_free,1,1,1,0,0,0
https://github.com/chayansraj/Data-Pipeline-with-dbt-using-Airflow-on-GCP,1,1,1,1,0,0
https://github.com/chonyy/AI-basketball-analysis,1,1,1,1,1,0
https://github.com/christianlehre/facial-recognition-cv,1,1,1,0,0,0
https://github.com/cisagov/untitledgoosetool,1,1,1,1,0,0
https://github.com/cjoakim/azure-cosmos-db-vector-search-openai-python,1,1,1,1,0,1
https://github.com/cleanlab/cleanlab,1,1,0,1,1,0
https://github.com/cloud-custodian/cloud-custodian,1,1,1,1,1,0
https://github.com/comfyanonymous/ComfyUI,1,1,1,0,0,1
https://github.com/cosmic-cortex/fastAPI-ML-quickstart,1,1,1,0,0,0
https://github.com/crosslibs/incremental-ingestion-using-airflow,1,1,1,0,0,0
https://github.com/cs231n/gcloud,1,1,1,1,1,0
https://github.com/csiebler/azure-cognitive-services-snippets,1,1,1,0,0,0
https://github.com/csiebler/azure-search-custom-skill,1,1,1,1,0,0
https://github.com/daiiz/cloud-vision,1,1,1,0,0,0
https://github.com/damsarasam/agricultural-drone-project,1,1,1,0,0,0
https://github.com/danielholgate/jsonl_dataset_helper,1,1,1,0,0,0
https://github.com/dark-theme-org/ai-shorts,1,1,1,0,1,0
https://github.com/darklight7/Book-Translator,1,1,1,1,0,0
https://github.com/darktrace/gcp-vsensor-quickstart,1,1,1,0,0,0
https://github.com/darwin403/translate-transcribe-videos,1,1,1,0,1,0
https://github.com/dataiku/dss-plugin-amazon-comprehend-nlp-medical,1,1,1,0,1,0
https://github.com/dataiku/dss-plugin-azure-cognitive-services-nlp,1,1,1,1,0,0
https://github.com/dataiku/dss-plugin-google-cloud-nlp,1,1,1,1,0,0
https://github.com/dataiku/dss-plugin-nlp-google-cloud-translation,1,1,1,1,0,0
https://github.com/dazfuller/python-azure-faceapi-demo,1,1,1,0,0,1
https://github.com/dennisfelczy/OpenAI_Document_Analyzer,1,1,1,1,0,0
https://github.com/dimitristaufer/Cloud-NLP-Evaluation,1,1,1,1,1,2
https://github.com/dinosauria123/gcv2hocr,1,1,1,0,0,0
https://github.com/dinosauria123/makepdf,1,1,1,0,0,0
https://github.com/dirkjanm/ROADtools,1,1,1,0,0,1
https://github.com/djinn/bingbang,1,1,1,0,0,0
https://github.com/djpugh/fastapi_aad_auth,1,1,1,0,0,1
https://github.com/dmuth/twitter-aws-comprehend,1,1,1,0,0,0
https://github.com/donnieprakoso/Husky-Not-Husky,1,1,1,0,1,0
https://github.com/drcrook1/DataBricks_ML_DevOps,1,1,1,1,1,0
https://github.com/dream-faster/fold,1,1,1,0,0,0
https://github.com/drivendataorg/cloudpathlib,1,1,1,1,1,0
https://github.com/drmanhatin/remove_background_function,1,1,1,1,0,0
https://github.com/drrobotk/GCP_stuff,1,1,1,0,0,1
https://github.com/dshoreman/albert-translate,1,1,1,1,0,0
https://github.com/dstackai/dstack,1,1,1,1,1,1
https://github.com/earlvanze/Paragon-MLS-API-Interface,1,1,1,0,0,1
https://github.com/edenai/edenai-apis,1,1,1,0,1,1
https://github.com/edgeimpulse/example-linux-object-detection-with-azure,1,1,1,1,0,0
https://github.com/edmondchensj/samaritan-backend,1,1,1,0,1,0
https://github.com/egnyte/cloudimized,1,1,1,1,0,1
https://github.com/elliebirbeck/model-deployment-flask,1,1,1,0,0,0
https://github.com/elunez/azure-manager,1,1,1,1,0,0
https://github.com/emedvedev/attention-ocr,1,1,1,1,1,0
https://github.com/emilysoueu/End-to-End-Machine-Learning,1,1,1,1,0,0
https://github.com/encode/django-rest-framework,1,1,1,0,0,1
https://github.com/ensamblador/recomendaciones-rest-api,1,1,1,0,1,0
https://github.com/entrpn/serving-model-cards,1,1,1,1,1,2
https://github.com/explosion/spaCy,1,1,1,0,0,1
https://github.com/facebookresearch/fairseq,1,1,1,0,1,1
https://github.com/facefusion/facefusion,1,1,1,0,0,1
https://github.com/falconry/falcon,1,1,1,0,0,1
https://github.com/fchouteau/isae-gcp-hackathon,1,1,1,0,0,0
https://github.com/fedeoliv/azure-search-custom-skill-python,1,1,1,1,0,0
https://github.com/ferrycode/ai-driven-social-media-dashboard,1,1,1,0,1,1
https://github.com/feyzxf/aws-sam-recommendation-api-sample,1,1,1,0,1,0
https://github.com/fleuryc/oc_ingenieur-ia_P1-decouvrez-le-metier-d-ingenieur-ia,1,1,1,0,0,1
https://github.com/flumi3/speech-to-text,1,1,1,1,0,0
https://github.com/flywheel-apps/google-cloud-automl,1,1,1,1,1,1
https://github.com/foggy-rustaceans/security-hub,1,1,1,1,0,1
https://github.com/forseti-security/forseti-security,1,1,1,1,1,1
https://github.com/fossasia/susi_api_wrapper,1,1,1,0,0,0
https://github.com/foyoux/pygtrans,1,1,1,0,0,1
https://github.com/francesco-sodano/birdy,1,1,1,1,0,0
https://github.com/fsaleemm/acs-vector-semantic,1,1,1,1,0,0
https://github.com/fsspec/gcsfs,1,1,1,1,0,0
https://github.com/fujikosu/aml-tf-object-detection-deployment,1,1,1,1,1,0
https://github.com/fujikosu/tf-object-detection-DSVM,1,1,1,1,1,1
https://github.com/fuzzylabs/vertex-edge,1,1,1,1,0,0
https://github.com/gautamaggarwal2810/Conversational_Insights_from_Invoices_Solution,1,1,1,0,1,1
https://github.com/gautamvr/DocumentProcessor_GCP,1,1,1,1,1,1
https://github.com/gbPagano/terminal-translator,1,1,1,1,0,0
https://github.com/gbowerman/azurerm,1,1,1,1,0,1
https://github.com/gclouduniverse/notebook_training,1,1,1,0,0,0
https://github.com/geekan/MetaGPT,1,1,1,1,1,1
https://github.com/geeknam/python-gcm,1,1,1,0,0,0
https://github.com/genia-dev/GeniA,1,1,1,0,1,1
https://github.com/georgezhao2010/azure_cognitive_speech,1,1,1,0,0,0
https://github.com/georgianacaliman/Flask_App_AI,1,1,1,0,0,0
https://github.com/getindata/kedro-azureml,1,1,1,1,0,2
https://github.com/getindata/kedro-vertexai,1,1,1,1,0,2
https://github.com/girishp92/Human-activity-recognition-using-Recurrent-Neural-Nets-RNN-LSTM-and-Tensorflow-on-Smartphones,1,1,1,1,1,0
https://github.com/gloveboxes/Create-a-talking-image-recognition-solution-with-Azure-IoT-Edge-Azure-Cognitive-Services,1,1,1,1,1,1
https://github.com/gloveboxes/Creating-an-image-recognition-solution-with-Azure-IoT-Edge-and-Azure-Cognitive-Services,1,1,1,1,1,1
https://github.com/gmanchon/gcp-ai-template,1,1,1,1,0,0
https://github.com/gmikels/googlecloud-scikitlearn-imdb,1,1,1,1,0,0
https://github.com/goblet/goblet_workflows,1,1,1,0,0,1
https://github.com/goh-chunlin/Lunar.Face,1,1,1,1,0,0
https://github.com/goldenm-software/layrz-sdk,1,1,1,0,0,0
https://github.com/google-coral/pycoral,1,1,1,0,0,1
https://github.com/google-gemini/generative-ai-python,1,1,1,1,0,1
https://github.com/google-research/plur,1,1,1,1,1,1
https://github.com/google-research/seed_rl,1,1,1,1,1,1
https://github.com/google/aistplusplus_api,1,1,1,0,0,0
https://github.com/google/alligator2,1,1,1,1,1,1
https://github.com/google/gcp_scanner,1,1,1,1,0,0
https://github.com/google/vertex-pipelines-boilerplate,1,1,1,1,0,0
https://github.com/google/viai-sdk,1,1,1,1,0,1
https://github.com/googleapis/python-documentai-toolbox,1,1,1,1,0,1
https://github.com/googlecodelabs/analyze_gsimg,1,1,1,1,0,0
https://github.com/googlecodelabs/cloud-vision-python,1,1,1,1,0,0
https://github.com/googleinterns/ddsp-docker,1,1,1,1,1,0
https://github.com/gorilla-llm/gorilla-cli,1,1,1,0,0,2
https://github.com/gpt-engineer-org/gpt-engineer,1,1,1,0,0,0
https://github.com/growupboron/Obj-OCR,1,1,1,0,0,0
https://github.com/guitarparty/bingsearch,1,1,1,0,0,0
https://github.com/gurvindersingh/mlapp,1,1,1,0,0,0
https://github.com/gve-vse-tim/spark-gcp-babelfish,1,1,1,0,0,1
https://github.com/hagarz/Speech-to-text-translator,1,1,1,1,0,1
https://github.com/hakaioffsec/gcp_enum,1,1,1,0,0,0
https://github.com/harrybanda/QuickSeek,1,1,1,0,1,1
https://github.com/hassanhabib/anki_robot_with_azure,1,1,1,0,0,0
https://github.com/hiyouga/LLaMA-Factory,1,1,1,0,0,1
https://github.com/hpcaitech/ColossalAI,1,1,1,1,1,1
https://github.com/httpie/cli,1,1,1,0,0,1
https://github.com/httpie/http-prompt,1,1,1,0,0,1
https://github.com/hydrol0x/earnings.ly,1,1,1,0,1,0
https://github.com/hystax/optscale,1,1,1,0,1,0
https://github.com/iAli61/Azure_AI_Search_Indexer,1,1,1,1,0,0
https://github.com/ignaciofls/custom_formrecog,1,1,1,1,0,1
https://github.com/ignaciofls/custom_read_api,1,1,1,1,0,1
https://github.com/ignaciofls/openaiskill,1,1,1,1,0,0
https://github.com/ignaciofls/summarizationcs,1,1,1,1,0,1
https://github.com/iht/vertex-tfx-pipeline,1,1,1,1,1,0
https://github.com/ijlm/Analisis_texto_Azure,1,1,1,1,0,0
https://github.com/ikedaosushi/serverless-amazon-personalize-example,1,1,1,0,1,0
https://github.com/ilhamaulanap/data-warehouse-gcp-airflow,1,1,1,1,0,0
https://github.com/imransalam/gcp-ai-platform-hyperparameter-tuning-tf2,1,1,1,1,1,0
https://github.com/initstring/cloud_enum,1,1,1,0,0,2
https://github.com/insitro/redun,1,1,1,0,1,1
https://github.com/iusztinpaul/energy-forecasting,1,1,1,1,0,0
https://github.com/ivangabriele/openai-autogen-dev-studio,1,1,1,0,0,1
https://github.com/j-mo/segment-personalize-workshop,1,1,1,0,1,1
https://github.com/jaked0626/translate-pdfs,1,1,1,1,0,1
https://github.com/james-jory/amazon-personalize-movielens-inference-demo,1,1,1,0,1,0
https://github.com/jameschrisa/Sentiment_GCNL,1,1,1,1,0,0
https://github.com/janaom/gcp-data-engineering-etl-with-composer-dataflow,1,1,1,1,0,0
https://github.com/jaredfiacco2/Airflow_GoogleCloudComposer_PostGreSQL,1,1,1,0,0,0
https://github.com/jeffdavidcrockett/RESTful-API-example-with-a-test-Software-Development-Kit,1,1,1,0,0,0
https://github.com/jhammarstedt/MLOps-Kubeflow_in_GCP,1,1,1,1,0,0
https://github.com/jimbobbennett/HappySadAngryWorkshop,1,1,1,1,0,0
https://github.com/jimbobbennett/SpeechToTextSamples,1,1,1,1,0,0
https://github.com/jimbobbennett/TwitchCaptioner,1,1,1,1,0,0
https://github.com/jina-ai/jina,1,1,1,0,0,1
https://github.com/jixjia/promptflow-hybrid-search-rag,1,1,1,0,0,0
https://github.com/jjjkkkjjj/cldvis-txtmodifier,1,1,1,1,0,0
https://github.com/jmbl1685/flask-cloudinary-faceapi,1,1,1,0,0,0
https://github.com/jmetzz/speech-translation,1,1,1,1,0,0
https://github.com/joelcthomas/ml-azuredatabricks,1,1,1,1,0,0
https://github.com/john-hope/DS4002-Project2,1,1,1,0,0,0
https://github.com/jonas-msg/rag-workshop,1,1,1,1,0,0
https://github.com/jonathanscholtes/LangChain-RAG-Pattern-with-React-FastAPI-and-Cosmos-DB-Vector-Store,1,1,1,1,0,0
https://github.com/jordanpotti/CloudScraper,1,1,1,0,0,0
https://github.com/joris68/Search-Comparison-Pinecone-CognitiveSearch,1,1,1,1,0,0
https://github.com/jsnajder/latex-google-translate,1,1,1,1,0,0
https://github.com/jtac/DiscordGPT,1,1,1,0,0,0
https://github.com/jvillegasd/AWS_FaceRekog,1,1,1,0,1,0
https://github.com/k164596848/LLM_Experiment,1,1,1,0,0,0
https://github.com/kabirkhan/cookiecutter-azure-search-cognitive-skill,1,1,1,0,0,0
https://github.com/kalinathalie/GCPSpray,1,1,1,0,0,0
https://github.com/kalosisz/tf-gcp-multi-worker-example,1,1,1,1,1,0
https://github.com/karmab/kcli,1,1,1,1,1,1
https://github.com/karoel2/Speech-to-SQL,1,1,1,1,0,0
https://github.com/karolzak/cntk-python-web-service-on-azure,1,1,1,0,0,0
https://github.com/karolzak/support-tickets-classification,1,1,1,1,0,0
https://github.com/karthikn16/translator-using-azure,1,1,1,0,0,0
https://github.com/kaushikjadhav01/Stock-Market-Prediction-Web-App-using-Machine-Learning-And-Sentiment-Analysis,1,1,1,0,0,0
https://github.com/kazuya-iwami/amazon-forecast-pipeline,1,1,1,0,1,0
https://github.com/kazzyabe/Google_Cloud_Natural_Language_API_Examination,1,1,1,1,0,0
https://github.com/kellyquek/Google-Cloud-Natural-Language,1,1,1,1,0,0
https://github.com/ken-krebs/SocialMediaAnalyzer,1,1,1,1,0,0
https://github.com/kevinhillinger/e2e-azure-search-sample,1,1,1,1,0,0
https://github.com/khandeas/Sentiment-Analysis-BERT-FedCommunication,1,1,1,0,0,0
https://github.com/kibomamoses/Datawarehousing-Automation-with-GCP-Airflow,1,1,1,1,0,0
https://github.com/kim4848/AzureOpenAiOpenApi,1,1,1,0,0,1
https://github.com/kimanikelly/contracts-sdk,1,1,1,0,0,0
https://github.com/kimtth/azure-prompt-flow-qa-rag,1,1,1,1,0,0
https://github.com/kobaltcore/renpy-translate,1,1,1,1,0,1
https://github.com/kodesam/GCP-Machine-learning,1,1,1,1,1,1
https://github.com/koernigo/databricksMLOpsAzureDemo,1,1,1,1,1,1
https://github.com/kramcat/CharacterAI,1,1,1,0,0,0
https://github.com/kumarmukesh2626/azure_cognitive_service_api,1,1,1,1,1,1
https://github.com/kuutsav/MLOps,1,1,1,0,0,0
https://github.com/kyhau/reko,1,1,1,0,1,0
https://github.com/landy22granatt/Kumpulan-Script-Termux,0,0,0,0,0,0
https://github.com/laurx2/OCR_RAG,1,1,1,1,0,0
https://github.com/lemariva/uPyIoT,1,1,1,0,0,1
https://github.com/lenadroid/airflow-azure,1,1,1,0,0,0
https://github.com/leongj/azure-search-demo-csv-loader,1,1,1,1,0,0
https://github.com/leskinen3594/FastAPI_ws,1,1,1,1,0,0
https://github.com/lfbraz/face-detection-tutorial,1,1,1,1,0,1
https://github.com/lfbraz/gpt-code-analysis,1,1,1,0,0,0
https://github.com/lhenault/simpleAI,1,1,1,0,0,1
https://github.com/lijeffrey39/HQBot,1,1,1,1,0,0
https://github.com/littlecodersh/ItChat,1,1,1,0,0,1
https://github.com/liupeirong/tensorflow_objectdetection_azureml,1,1,1,1,1,0
https://github.com/llSourcell/Machine-Learning-API-Tutorial,1,1,1,1,1,0
https://github.com/llSourcell/azure_machine_learning,1,1,1,1,0,0
https://github.com/lordlinus/Enterprise-ChatGPT,1,1,1,1,0,1
https://github.com/lrakai/sagemaker-forecast-flight-delays,1,1,1,0,0,0
https://github.com/machinalis/featureforge,1,1,1,0,0,2
https://github.com/machine-learning-apps/ml-template-azure,1,1,1,1,0,0
https://github.com/madebygps/cosmos-vector-aoai,1,1,1,1,0,0
https://github.com/madeinusmate/Podcast-Translator,1,1,1,1,0,1
https://github.com/maguri/lpr-gcloud,1,1,1,1,0,0
https://github.com/maoyuexin/Vendor-Analysis-with-OpenAI-and-Azure-Cognitive-Service,1,1,1,0,0,0
https://github.com/marcjoha/visionary,1,1,1,0,0,1
https://github.com/marcus-suresh/Microsoft-Azure-AI-102_computer_vision,1,1,1,1,0,0
https://github.com/marcus-suresh/Microsoft-Azure-AI-102_facial_recognition,1,1,1,1,0,0
https://github.com/marvinbuss/MLDevOps,1,1,1,1,1,0
https://github.com/matrousseau/Multi-Faces-Emotion-Detection-in-real-time-using-Azure,1,1,1,0,0,0
https://github.com/mattkri/BlueIris-SmartDetection,1,1,1,1,0,0
https://github.com/meet5398/Chatbot-using-Dialogflow,1,1,1,0,0,0
https://github.com/meltano/meltano,1,1,1,1,1,1
https://github.com/mharrisb1/airflow-google-cloud-run-plugin,1,1,1,0,0,1
https://github.com/mhaythornthwaite/Football_Prediction_Project,1,1,1,0,0,1
https://github.com/michhar/azureml-keras-yolov3-custom,1,1,1,1,0,1
https://github.com/michhar/yolov4-jetson-azure-edge-solution,1,1,1,1,1,0
https://github.com/microsoft/AzureSearch-MRC,1,1,1,1,0,0
https://github.com/microsoft/FOST,1,1,1,0,0,0
https://github.com/microsoft/InnerEye-DeepLearning,1,1,1,1,0,1
https://github.com/microsoft/InnerEye-Inference,1,1,1,1,0,0
https://github.com/microsoft/MLOpsPython,1,1,1,1,0,0
https://github.com/microsoft/MLOps_VideoAnomalyDetection,1,1,1,1,0,0
https://github.com/microsoft/OnDemandMLflowTrainAndServe,1,1,1,0,0,0
https://github.com/microsoft/SkillsExtractorCognitiveSearch,1,1,1,1,0,0
https://github.com/microsoft/TechExcel-Implementing-automation-practices-using-Azure-OpenAI,1,1,1,1,0,0
https://github.com/microsoft/act,1,1,1,1,0,1
https://github.com/microsoft/aml-acceleration-template,1,1,1,1,1,0
https://github.com/microsoft/azure-search-query-classification,1,1,1,1,0,1
https://github.com/microsoft/azure-synapse-spark-metrics,1,1,1,0,0,1
https://github.com/microsoft/cookiecutter-spacy-fastapi,1,1,1,0,0,0
https://github.com/microsoft/dstoolkit-azoda,1,1,1,1,0,0
https://github.com/microsoft/dstoolkit-e2e-presidio-evaluation,1,1,1,0,0,1
https://github.com/microsoft/dstoolkit-mlops-base,1,1,1,1,0,0
https://github.com/microsoft/dstoolkit-mlops-databricks,1,1,1,0,0,1
https://github.com/microsoft/dstoolkit-objectdetection-tensorflow-azureml,1,1,1,1,1,1
https://github.com/microsoft/hi-ml,1,1,1,1,0,1
https://github.com/microsoft/qlib,1,1,1,1,0,1
https://github.com/microsoft/sample-app-aoai-chatGPT,1,1,1,0,0,1
https://github.com/microsoft/simple_ado,1,1,1,0,0,1
https://github.com/microsoft/vscode-tools-for-ai,1,1,1,1,1,0
https://github.com/mimi-030/GCP-translation-API-Demo,1,1,1,1,0,2
https://github.com/mindsdb/mindsdb,1,1,0,0,1,1
https://github.com/minimaxir/gpt-3-experiments,1,1,1,0,0,1
https://github.com/mjrodri/Stock-Market-Analysis-And-Forecasting-Using-LSTM,1,1,1,1,0,0
https://github.com/ml-tooling/opyrator,1,1,1,0,0,1
https://github.com/mlc-ai/mlc-llm,1,1,1,0,0,1
https://github.com/mlflow/mlflow,1,1,0,1,0,1
https://github.com/mljar/mljar-api-python,1,1,1,0,0,2
https://github.com/mokarian/azureVISearchableContent,1,1,1,1,0,2
https://github.com/molyswu/hand_detection,1,1,1,1,1,1
https://github.com/monkeylearn/monkeylearn-python,1,1,1,0,0,1
https://github.com/monnhoccon/yomitoru,1,1,1,1,0,1
https://github.com/mre500/jiang-jung-dian,1,1,1,0,0,0
https://github.com/mtulio/azion-python-sdk,1,1,1,0,0,2
https://github.com/naman-raturi/uber-data-engineering-project,1,1,1,0,0,0
https://github.com/navinanandaraj/forecast,1,1,1,0,1,0
https://github.com/nccgroup/ScoutSuite,1,1,1,1,1,1
https://github.com/nchah/google-vision-api-image-annotate,1,1,1,0,0,0
https://github.com/nebiyuelias1/gebeya-ai-project,1,1,1,0,0,0
https://github.com/neo7505/Azure-Search-OpenAI,1,1,1,1,0,1
https://github.com/neurons-lab/genai-personalized-engagement-suite,1,1,1,0,1,0
https://github.com/nfmoore/azure-ml-mlops-example-scenarios,1,1,1,1,0,0
https://github.com/nfmoore/azure-open-ai-example-scenarios,1,1,1,1,0,0
https://github.com/ni79ls/coinbase-google-gcp-crypto-trading-bot,1,1,1,0,0,1
https://github.com/niall-turbitt/e2e-mlops-azure,1,1,1,0,0,0
https://github.com/nickward13/social-services-chatbot,1,1,1,0,0,0
https://github.com/nik-shvetsov/azure-cv,1,1,1,0,0,0
https://github.com/nikosheng/forecast_dataset_etl,1,1,1,0,0,0
https://github.com/noahgift/azure-ml-devops,1,1,1,0,0,0
https://github.com/noahgift/flask-ml-azure-serverless,1,1,1,0,0,0
https://github.com/nohanaga/azure-cognitive-search-generate-embeddings-skill,1,1,1,0,0,1
https://github.com/npatel38/Azure-Cognitive-Service-Face-API,1,1,1,0,0,0
https://github.com/oap-project/cloudtik,1,1,0,1,0,1
https://github.com/oap-project/raydp,1,1,1,1,1,1
https://github.com/octabytes/FireO,1,1,1,1,0,0
https://github.com/odd12258053/agraffe,1,1,1,1,0,0
https://github.com/oegedijk/explainerdashboard,1,1,1,0,0,0
https://github.com/okzapradhana/cloud-flower,1,1,1,1,0,0
https://github.com/olafwrieden/batch-transcription-python-azure-databricks,1,1,1,0,0,1
https://github.com/open-jarvis/sdk,1,1,1,0,0,0
https://github.com/openai/openai-python,1,1,1,1,0,1
https://github.com/openmm/openmm-ml,1,1,1,0,0,0
https://github.com/operand/agency,1,1,1,0,0,1
https://github.com/orelzion/detect-face-api,1,1,1,0,0,1
https://github.com/ovokpus/Python-Azure-AI-REST-APIs,1,1,1,1,0,2
https://github.com/patrickchugh/terravision,1,1,1,0,0,0
https://github.com/pimlock/whats-your-name,1,1,1,0,1,0
https://github.com/pingren/openart-jina-eah-showcase,1,1,1,0,0,0
https://github.com/pixielabs/trend-sentiment-analysis,1,1,1,1,1,1
https://github.com/pmp369/GCP-AI-ML,1,1,1,1,1,0
https://github.com/postmanlabs/httpbin,1,1,1,0,0,1
https://github.com/pourabkarchaudhuri/azure-face-insights-skintone-detection,1,1,1,0,0,0
https://github.com/praneet22/DevOpsForAI,1,1,1,1,1,0
https://github.com/prathap9000/AzureCogSearch-OpenAPI,1,1,1,1,0,0
https://github.com/professorpalmer/real-time-video-translator,1,1,1,1,0,1
https://github.com/public-apis/public-apis,1,1,1,0,0,1
https://github.com/raghavan/PdfGptIndexer,1,1,1,0,0,0
https://github.com/rahatmaini/Class-Scribe-LE,1,1,1,0,0,0
https://github.com/raki2305/gcp_cloudfunction_dev,1,1,1,1,0,0
https://github.com/ramhiser/serverless-cloud-vision,1,1,1,0,0,0
https://github.com/ranaroussi/yfinance,1,1,1,0,0,1
https://github.com/randyharnarinesingh/MNIST_CNN_keras_google_cloud_platform,1,1,1,1,0,0
https://github.com/readytensor/rt_forecasting_amazon_chronos,1,1,1,0,0,0
https://github.com/rebels-ai/GroupEQBot,1,1,1,0,0,0
https://github.com/rebremer/devopsai_databricks,1,1,1,1,1,0
https://github.com/rebremer/realtime_video_processing,1,1,1,0,1,1
https://github.com/recommenders-team/recommenders,1,1,0,1,0,1
https://github.com/rhodesrm/EmotionSense,1,1,1,0,0,0
https://github.com/ricauduro/video_face_detection,1,1,1,0,0,0
https://github.com/ricauduro/video_face_recognition,1,1,1,0,0,0
https://github.com/rimmelasghar/Production-Ready-Model-FastAPI,1,1,1,0,0,0
https://github.com/rishabkumar7/langchain-azure-ai-search-rag,1,1,1,1,0,0
https://github.com/ritahoang94/Object-detection-with-azure-custom-vision,1,1,1,1,1,0
https://github.com/robmarkcole/HASS-amazon-rekognition-text,1,1,1,0,1,0
https://github.com/rohan472000/Laptop-recommender-pipeline-GCP-ML-python,1,1,1,1,0,0
https://github.com/rohithmahesh3/pascaltocsv,1,1,1,0,0,0
https://github.com/rominirani/genai-apptemplates-googlecloud,1,1,1,1,1,0
https://github.com/rover0811/GDSC_Solution_Challenge,1,1,1,1,0,0
https://github.com/rtlee9/serveit,1,1,1,0,0,0
https://github.com/run-house/runhouse,1,1,1,0,1,1
https://github.com/run-x/opta,1,1,1,0,1,1
https://github.com/ruoccofabrizio/azure-cognitive-search-async-azure-open-ai,1,1,1,1,0,0
https://github.com/ruoccofabrizio/azure-cognitive-search-multiple-containers-indexer,1,1,1,1,0,1
https://github.com/ruoccofabrizio/azure-open-ai-embeddings-qna,1,1,1,0,0,2
https://github.com/ruoccofabrizio/azure-search-video-knowledge-mining,1,1,1,1,0,0
https://github.com/ryanchynoweth44/AzureMachineLearningWithDatabricks,1,1,1,1,1,0
https://github.com/ryancruz2/TCC-Function,1,1,1,1,0,0
https://github.com/ryfeus/gcf-packs,1,1,0,1,0,0
https://github.com/ryo-ma/gpt-assistants-api-ui,1,1,1,0,0,0
https://github.com/s0md3v/roop,1,1,1,1,1,1
https://github.com/saleor/saleor,1,1,1,0,1,1
https://github.com/sameer-goel/Smart-HR-Bot-with-SentimentAnalysis-Integrated-with-SMS-and-other-services,1,1,1,0,1,0
https://github.com/sameers22/WildLife,1,1,1,0,0,0
https://github.com/samiranand1990/gcp-mlops-life-cycle,1,1,1,0,0,0
https://github.com/sanjeevkumar761/rag-doc-intelligence-ai-search,1,1,1,1,0,0
https://github.com/sarus-tech/tf2-published-models,1,1,1,1,0,0
https://github.com/sashwini-92/airbnb_price_prediction-using-FastAPI-Azure-deployment,1,1,1,0,0,0
https://github.com/sassoftware/python-dlpy,1,1,1,0,0,1
https://github.com/sayantann11/all-classification-templetes-for-ML,1,1,1,0,0,0
https://github.com/sbonnet-dev/openai-sales,1,1,1,1,0,0
https://github.com/scottfrasso/host-a-model,1,1,1,1,0,0
https://github.com/scottrpoulin/gcp-mlops-demo,1,1,1,1,0,0
https://github.com/sebytremblay/attendance-assistant,1,1,1,1,0,1
https://github.com/selvaHome/amazon-forecast-public,1,1,1,0,1,0
https://github.com/selvaHome/gluonts,1,1,1,0,0,0
https://github.com/sergio-pestana/Data-Pipeline-using-Airflow-DBT-and-GCP,1,1,1,1,0,2
https://github.com/sevengivings/subtitle-xtranslator,1,1,1,1,0,1
https://github.com/sfoteini/Flask-AI-WebApp,1,1,1,0,0,2
https://github.com/sgarcesv/amazon-forecast-sagemaker-mlops-immersionday,1,1,1,0,1,0
https://github.com/sgarcesv/aws-amazon-forecast-mlops,1,1,1,0,1,0
https://github.com/sgujjar/ai-search-demo,1,1,1,1,0,1
https://github.com/shaswatkr/FaceDetection-Azure,1,1,1,0,0,0
https://github.com/shaz13/katana,1,1,1,0,0,0
https://github.com/shreyas-jk/ML-Portal-FastAPI,1,1,1,0,0,0
https://github.com/shubha-rajan/starter-project-scripts,1,1,1,1,0,0
https://github.com/shuuji3/cloud-screen-translation,1,1,1,1,0,0
https://github.com/shwetakumawat/GCP-deployment-of-Machine-Learning-application-using-streamLit-and-Google-prioritization-system-ML-,1,1,1,1,0,0
https://github.com/simonedeponti/AzureSearchEmulator,1,1,1,0,0,1
https://github.com/simonloew/mlops_on_gcp,1,1,1,1,0,0
https://github.com/sjaffry/AmazonForecastAutomation,1,1,1,0,1,0
https://github.com/skyplane-project/skyplane,1,1,1,1,1,1
https://github.com/slightlybae/TranslatebyChii-WebApp,1,1,1,0,0,1
https://github.com/spotty-cloud/spotty,1,1,1,0,1,1
https://github.com/stellashen0911/AWS-Personalized-Movie-Recommendation-Project,1,1,1,0,1,0
https://github.com/stephen-howell/AI-for-Accessibility-Vision-AI-Captioning,1,1,1,0,0,0
https://github.com/stephen-howell/Azure-Cognitive-Services-Computer-Vision-Student-Guide,1,1,1,0,0,0
https://github.com/stevenaldinger/vertex-ai-google-cloud-billing,1,1,1,1,1,0
https://github.com/stitionai/devika,1,1,1,0,0,1
https://github.com/streiman/tag-my-picture,1,1,1,0,1,2
https://github.com/sujoy-saha/Develop-Azure-AI-solutions,1,1,1,0,0,0
https://github.com/superagent-ai/super-rag,1,1,1,0,0,0
https://github.com/supperted825/RPi_SmartInventoryTracker,1,1,1,1,0,0
https://github.com/supreetn/Energy-Consumption-Big-Data-Analysis-using-AWS,1,1,1,0,1,0
https://github.com/svc-develop-team/so-vits-svc,1,1,1,0,0,1
https://github.com/swkong2014/pd-senti-analysis,1,1,1,1,0,0
https://github.com/szczyglis-dev/py-gpt,1,1,1,0,0,1
https://github.com/szeamer/google-cloud-vision-script,1,1,1,1,0,0
https://github.com/taikinman/langrila,1,1,1,0,1,1
https://github.com/talkiq/gcloud-aio,1,1,1,0,0,0
https://github.com/tanakon8529/Azure-OpenAI-Integration,1,1,1,0,0,0
https://github.com/tanvinaminul/face-recognition,1,1,1,1,0,0
